store_name,period_month,source_file,metric_key,metric_label,plan,fact,percent,forecast,forecast_percent,deviation,last_year_fact,lfl_deviation
"Ялта, Набережная 18",2025-10,ЕО Ялта Ленина 18_10.2025.xlsx,checks_count,Кол-во чеков,231.0,141.0,0.6103896103896104,141.00000000000006,0.6103896103896106,-89.99999999999994,,
"Ялта, Набережная 18",2025-10,ЕО Ялта Ленина 18_10.2025.xlsx,shifts_count,Кол-во смен,31.0,31.0,1.0,31.0,1.0,0.0,,
"Ялта, Набережная 18",2025-10,ЕО Ялта Ленина 18_10.2025.xlsx,avg_sales_per_shift,Средние продажи в смену,78256.83870967742,46822.61935483871,0.5983198417782306,46822.61935483871,0.5983198417782306,-31434.219354838715,,
"Ялта, Набережная 18",2025-10,ЕО Ялта Ленина 18_10.2025.xlsx,lag_lead,Отставание/Перевыполнение,,-974460.8,,-974460.8,,,,
"Ялта, Набережная 18",2025-10,ЕО Ялта Ленина 18_10.2025.xlsx,traffic,Трафик,2100.0,1794.35,0.854452380952381,1794.35,0.854452380952381,-305.6500000000001,,
"Ялта, Набережная 18",2025-10,ЕО Ялта Ленина 18_10.2025.xlsx,conversion,Конверсия план/факт,0.11,0.07857998718198791,0.7143635198362538,0.09120078290205702,0.8290980263823365,-0.01879921709794298,,
"Ялта, Набережная 18",2025-11,ЕО Ялта Ленина 18_11.2025.xlsx,revenue,Выручка,2066350.0,1119646.0,0.5418472185254192,1181910.8262137945,0.5719799773580442,-884439.1737862055,,
"Ялта, Набережная 18",2025-11,ЕО Ялта Ленина 18_11.2025.xlsx,items_count,Кол-во изделий,317.9,152.0,0.4781377791758415,171.28475859048356,0.5388007505205523,-146.61524140951641,,
"Ялта, Набережная 18",2025-11,ЕО Ялта Ленина 18_11.2025.xlsx,avg_check,Средний чек,11050.0,11542.742268041236,1.0445920604562204,11542.742268041236,1.0445920604562204,492.74226804123646,0.0,
"Ялта, Набережная 18",2025-11,ЕО Ялта Ленина 18_11.2025.xlsx,avg_item_price,Средняя стоимость изделия,6500.0,7366.0921052631575,1.133244939271255,6900.268511570069,1.0615797710107797,400.26851157006877,,
"Ялта, Набережная 18",2025-11,ЕО Ялта Ленина 18_11.2025.xlsx,items_per_check,Длина чека,1.7,1.5670103092783505,0.9217707701637357,1.5670103092783505,0.9217707701637357,-0.13298969072164946,,
"Ялта, Набережная 18",2025-11,ЕО Ялта Ленина 18_11.2025.xlsx,checks_count,Кол-во чеков,187.0,97.0,0.5187165775401069,109.30672094261128,0.5845279194792047,-77.69327905738872,,
"Ялта, Набережная 18",2025-11,ЕО Ялта Ленина 18_11.2025.xlsx,shifts_count,Кол-во смен,30.0,30.0,1.0,30.0,1.0,0.0,,
"Ялта, Набережная 18",2025-11,ЕО Ялта Ленина 18_11.2025.xlsx,avg_sales_per_shift,Средние продажи в смену,68878.33333333333,37321.53333333333,0.5418472185254193,37321.53333333333,0.5418472185254193,-31556.799999999996,,
"Ялта, Набережная 18",2025-11,ЕО Ялта Ленина 18_11.2025.xlsx,lag_lead,Отставание/Перевыполнение,,-946703.9999999998,,-946703.9999999998,,,,
"Ялта, Набережная 18",2025-11,ЕО Ялта Ленина 18_11.2025.xlsx,traffic,Трафик,1700.0,1555.2,0.9148235294117647,1555.2,0.9148235294117647,-144.79999999999995,,
"Ялта, Набережная 18",2025-11,ЕО Ялта Ленина 18_11.2025.xlsx,conversion,Конверсия план/факт,0.11,0.06237139917695473,0.5670127197904975,0.08419257512177543,0.7653870465615948,-0.025807424878224572,,
"Ялта, Набережная 18",2025-12,ЕО Ялта Ленина 18_12.2025.xlsx,revenue,Выручка,2605824.0,1253246.2,0.4809404625945574,1493405.2631285125,0.5731028891930201,-1112418.7368714875,,
"Ялта, Набережная 18",2025-12,ЕО Ялта Ленина 18_12.2025.xlsx,items_count,Кол-во изделий,334.08,143.0,0.42804118773946365,170.4030322432873,0.5100665476630966,-163.67696775671268,,
"Ялта, Набережная 18",2025-12,ЕО Ялта Ленина 18_12.2025.xlsx,avg_check,Средний чек,13572.0,15863.875949367088,1.1688679597234812,15863.875949367088,1.1688679597234812,2291.8759493670877,0.0,
"Ялта, Набережная 18",2025-12,ЕО Ялта Ленина 18_12.2025.xlsx,avg_item_price,Средняя стоимость изделия,7800.0,8763.95944055944,1.1235845436614667,8763.959440559442,1.1235845436614669,963.9594405594416,,
"Ялта, Набережная 18",2025-12,ЕО Ялта Ленина 18_12.2025.xlsx,items_per_check,Длина чека,1.74,1.8101265822784811,1.04030263349338,1.8101265822784811,1.04030263349338,0.07012658227848112,,
"Ялта, Набережная 18",2025-12,ЕО Ялта Ленина 18_12.2025.xlsx,checks_count,Кол-во чеков,192.0,79.0,0.4114583333333333,94.13873809244541,0.49030592756481983,-97.86126190755459,,
"Ялта, Набережная 18",2025-12,ЕО Ялта Ленина 18_12.2025.xlsx,shifts_count,Кол-во смен,31.0,31.0,1.0,31.0,1.0,0.0,,
"Ялта, Набережная 18",2025-12,ЕО Ялта Ленина 18_12.2025.xlsx,avg_sales_per_shift,Средние продажи в смену,84058.83870967742,40427.29677419355,0.4809404625945574,40427.29677419355,0.4809404625945574,-43631.541935483874,,
"Ялта, Набережная 18",2025-12,ЕО Ялта Ленина 18_12.2025.xlsx,lag_lead,Отставание/Перевыполнение,,-1352577.8,,-1352577.8,,,,
"Ялта, Набережная 18",2025-12,ЕО Ялта Ленина 18_12.2025.xlsx,traffic,Трафик,1600.0,912.0,0.57,912.0,0.57,-688.0,,
"Ялта, Набережная 18",2025-12,ЕО Ялта Ленина 18_12.2025.xlsx,conversion,Конверсия план/факт,0.12,0.08662280701754387,0.7218567251461989,0.10394755736690973,0.8662296447242478,-0.01605244263309026,,
